stop_id,arrival_time,departure_time,departure_stop_id,route,transfer_route,initial_walk_time,radius_ft
2755,13:01,12:39,160,10,null,56,0
2759,13:11,12:36,692,19,null,50,0
2762,12:59,12:51,160,14,null,57,0
2770,12:58,12:51,692,10,null,37,1320
2773,13:13,12:30,692,2,6,27,0
2775,13:37,12:51,160,14,null,55,0
2778,12:34,12:19,542,3,null,107,0
2786,12:31,12:19,542,3,null,83,0
2790,12:30,12:19,160,70,null,87,0
2793,13:21,12:30,692,2,67,105,0
2798,13:20,13:00,692,2,null,89,0
2801,12:49,12:19,542,3,null,103,0
2806,12:37,12:36,692,19,null,13,1320
2812,13:14,13:00,692,2,null,62,0
2822,12:20,12:11,532,80,2,29,1320
2838,12:26,12:19,542,3,null,50,683
2840,13:00,12:51,160,14,null,68,0
2846,12:21,12:12,160,15,null,71,0
2850,12:38,12:27,5,80,6,16,1320
2855,13:15,12:36,692,19,null,24,0
2856,12:25,12:19,542,3,null,41,1320
2867,12:30,12:19,160,70,null,91,0
2872,12:30,12:19,542,3,null,78,0
2874,13:15,12:27,5,80,6,55,0
2880,12:38,12:36,692,19,null,22,1320
2881,12:31,12:11,532,80,null,37,608
2883,13:12,12:36,692,19,null,44,0
2887,13:00,12:36,692,19,3,24,1320
2889,13:07,12:30,692,2,6,62,0
2890,12:45,12:27,5,80,6,57,0
2898,13:21,13:00,692,2,null,91,0
2899,12:44,12:36,692,19,6,24,1320
2914,12:26,12:19,542,3,null,53,87
2916,12:38,12:11,532,80,10,30,548
2918,12:28,12:19,542,3,null,63,0
2921,13:00,12:52,160,1,null,12,1320
2923,12:59,12:39,160,10,null,70,0
2925,13:01,12:30,692,2,2,100,0
2937,13:09,12:30,692,2,6,56,0
2938,12:20,12:11,532,80,null,37,1320
2939,13:01,12:30,692,2,6,98,0
2945,13:03,12:39,160,10,null,43,0
2946,12:33,12:19,542,3,null,102,0
2948,12:21,12:19,542,3,null,17,1320
2949,12:45,12:36,692,19,6,20,1320
2965,13:38,12:51,160,14,null,40,0
2969,13:15,12:36,692,19,null,26,0
2970,12:23,12:19,542,3,null,29,1320
2972,12:50,12:19,542,3,18,74,0
2978,12:43,12:41,532,80,null,13,1320
2980,12:49,12:27,5,80,6,80,0
2982,12:51,12:27,5,80,6,93,0
2984,13:24,13:00,692,2,null,101,0
2996,12:42,12:41,532,80,null,9,1320
2998,12:57,12:51,160,14,null,41,1320
4085,12:55,12:36,692,19,null,101,0
4100,12:30,12:06,581,3,4,73,0
4101,12:24,12:06,581,3,4,73,0
4122,12:53,12:36,692,19,null,98,0
4129,13:07,12:36,692,19,null,86,0
4139,13:17,12:30,692,2,18,85,0
4144,13:04,12:27,5,80,4,79,0
4149,12:51,12:36,692,19,null,88,0
4151,13:09,12:30,692,2,52,146,0
4158,12:57,12:36,692,19,null,113,0
4171,13:16,12:30,692,2,52,138,0
4176,12:35,12:19,542,3,18,84,0
4179,12:45,12:19,542,3,18,107,0
4191,13:00,12:36,692,19,null,113,0
4200,13:12,12:30,692,2,52,161,0
4202,12:41,12:19,542,3,18,114,0
4217,12:46,12:19,542,3,18,100,0
4257,13:09,12:36,692,19,null,66,0
4258,13:08,12:30,692,2,52,144,0
4295,13:04,12:36,692,19,null,109,0
4326,12:39,12:19,542,3,18,105,0
4333,13:00,12:36,692,19,null,117,0
4342,12:36,12:19,542,3,18,89,0
4346,12:49,12:36,692,19,null,86,0
4347,13:08,12:36,692,19,null,78,0
4350,13:12,12:27,5,80,4,122,0
4354,12:37,12:19,542,3,18,94,0
4368,12:38,12:19,542,3,18,99,0
4377,13:18,12:30,692,2,18,83,0
4382,12:46,12:36,692,19,null,67,0
4384,13:08,12:27,5,80,4,99,0
4412,13:06,12:27,5,80,4,85,0
4432,13:11,12:27,5,80,4,120,0
4437,12:44,12:19,542,3,18,110,0
4446,12:58,12:36,692,19,null,116,0
4450,13:15,12:30,692,2,52,146,0
4456,12:56,12:36,692,19,null,103,0
4500,12:40,12:19,542,3,18,111,0
4501,13:06,12:36,692,19,null,92,0
4510,13:12,12:30,692,2,52,158,0
4539,12:48,12:19,542,3,18,93,0
4549,13:13,12:30,692,2,52,151,0
4560,12:52,12:36,692,19,null,94,0
4573,13:10,12:30,692,2,18,122,0
4580,12:41,12:19,542,3,18,117,0
4589,13:15,12:30,692,2,52,144,0
4641,13:12,12:30,692,2,52,160,0
4643,13:17,12:30,692,2,52,134,0
4654,13:07,12:30,692,2,52,134,0
4655,13:09,12:36,692,19,null,61,0
4663,12:44,12:19,542,3,18,113,0
4685,12:48,12:19,542,3,18,95,0
4700,12:54,12:36,692,19,null,105,0
4711,13:13,12:30,692,2,52,155,0
4714,12:40,12:19,542,3,18,109,0
4718,12:46,12:36,692,19,null,62,0
4743,12:50,12:36,692,19,null,91,0
4769,12:59,12:36,692,19,null,119,0
4776,13:06,12:27,5,80,4,86,0
4791,12:43,12:19,542,3,18,120,0
4798,12:56,12:36,692,19,null,106,0
4806,12:58,12:36,692,19,null,121,0
4830,12:52,12:36,692,19,null,91,0
4833,13:10,12:30,692,2,52,146,0
4841,13:19,12:30,692,2,18,81,0
4847,12:59,12:36,692,19,null,123,0
4848,12:48,12:36,692,19,null,79,0
4849,12:44,12:19,542,3,18,116,0
4851,12:50,12:36,692,19,null,94,0
4856,12:42,12:19,542,3,18,118,0
4861,13:01,12:36,692,19,null,110,0
4870,13:11,12:27,5,80,4,122,0
4873,13:16,12:30,692,2,18,87,0
4876,13:05,12:27,5,80,4,81,0
4879,13:07,12:36,692,19,null,89,0
4909,12:46,12:19,542,3,18,102,0
4927,12:50,12:36,692,19,null,93,0
4957,12:47,12:19,542,3,18,97,0
4964,12:49,12:36,692,19,null,90,0
4967,13:10,12:30,692,2,18,123,0
4968,13:05,12:27,5,80,4,83,0
4972,13:08,12:30,692,2,52,139,0
4986,12:54,12:36,692,19,null,102,0
4988,13:11,12:30,692,2,52,152,0
4990,12:42,12:19,542,3,18,123,0
4993,13:14,12:30,692,2,52,145,0
5100,13:30,12:57,581,2,null,111,0
5101,13:22,12:57,581,2,null,112,0
5105,13:11,12:27,581,2,21,153,0
5109,13:18,12:27,581,2,21,136,0
5125,13:33,12:57,581,2,null,111,0
5127,13:09,12:27,581,2,21,144,0
5138,13:05,12:27,581,2,21,136,0
5142,13:38,12:57,581,2,null,135,0
5143,13:03,12:27,581,2,21,128,0
5149,13:48,12:57,581,2,null,136,0
5162,13:50,12:57,581,2,null,135,0
5164,13:05,12:27,581,2,21,137,0
5173,13:10,12:27,581,2,21,149,0
5178,13:38,12:57,581,2,null,132,0
5193,13:33,12:57,581,2,null,115,0
5197,13:42,12:57,581,2,null,127,0
5203,13:42,12:57,581,2,null,132,0
5228,13:20,12:27,581,2,21,131,0
5260,13:39,12:57,581,2,null,131,0
5287,13:12,12:27,581,2,21,157,0
5304,13:53,12:55,809,2,null,113,0
5306,13:17,12:27,581,2,21,138,0
5320,13:19,12:27,581,2,21,134,0
5335,13:14,12:27,581,2,21,143,0
5342,13:40,12:57,581,2,null,128,0
5346,13:06,12:27,581,2,21,136,0
5356,13:17,12:27,581,2,21,141,0
5358,13:52,12:55,809,2,null,122,0
5366,13:36,12:57,581,2,null,136,0
5382,13:51,12:57,581,2,null,128,0
5397,13:44,12:57,581,2,null,142,0
5407,13:34,12:57,581,2,null,123,0
5411,13:12,12:27,581,2,21,155,0
5414,13:07,12:27,581,2,21,137,0
5420,13:22,12:25,809,2,21,123,0
5421,13:46,12:57,581,2,null,138,0
5427,13:15,12:27,581,2,21,149,0
5432,13:13,12:27,581,2,21,148,0
5433,13:04,12:27,581,2,21,131,0
5482,13:08,12:27,581,2,21,138,0
5520,13:08,12:27,581,2,21,137,0
5536,13:40,12:57,581,2,null,127,0
5549,13:16,12:27,581,2,21,146,0
5607,13:11,12:27,581,2,21,155,0
5625,13:10,12:27,581,2,21,153,0
5657,13:43,12:57,581,2,null,135,0
5663,13:47,12:57,581,2,null,137,0
5683,13:35,12:57,581,2,null,128,0
5705,13:45,12:57,581,2,null,139,0
5733,13:02,12:27,581,2,21,123,0
5748,13:52,12:55,809,2,null,116,0
5765,13:09,12:27,581,2,21,139,0
5777,13:04,12:27,581,2,21,134,0
5796,13:39,12:57,581,2,null,130,0
5797,13:10,12:27,581,2,21,154,0
5815,13:47,12:57,581,2,null,137,0
5823,13:35,12:57,581,2,null,133,0
5835,13:44,12:57,581,2,null,139,0
5847,13:12,12:27,581,2,21,157,0
5856,13:21,12:27,581,2,21,127,0
5865,13:11,12:27,581,2,21,155,0
5888,13:13,12:27,581,2,21,151,0
5899,13:49,12:57,581,2,null,136,0
5950,13:41,12:57,581,2,null,126,0
5993,13:14,12:27,581,2,21,145,0
6100,12:45,12:19,542,3,null,106,0
6101,12:37,12:19,542,3,null,105,0
6105,13:14,12:19,160,70,73,166,0
6109,13:06,12:19,160,70,70,144,0
6110,12:40,12:19,160,70,null,126,0
6115,13:09,12:12,160,15,15,131,0
6120,12:42,12:19,160,70,null,129,0
6122,12:59,12:19,160,70,73,175,0
6123,13:15,12:19,160,70,73,161,0
6129,13:19,12:30,692,2,67,124,0
6130,12:38,12:12,160,15,null,155,0
6140,12:35,12:12,160,15,null,164,0
6146,12:49,12:19,160,70,null,151,0
6151,13:28,12:51,160,14,null,110,0
6157,12:48,12:19,160,70,null,159,0
6159,13:16,12:30,692,2,67,142,0
6161,13:11,12:12,160,15,15,107,0
6165,12:50,12:12,160,15,73,171,0
6166,12:41,12:12,160,15,null,163,0
6171,12:34,12:19,160,70,null,121,0
6173,13:01,12:12,160,15,15,171,0
6176,12:30,12:12,160,15,null,138,0
6177,13:11,12:19,160,70,70,136,0
6189,13:02,12:12,160,15,15,161,0
6191,13:13,12:19,160,70,73,172,0
6196,13:04,12:19,160,70,70,153,0
6199,13:16,12:19,160,70,73,153,0
6205,12:36,12:19,160,70,null,129,0
6208,12:50,12:19,160,70,null,150,0
6218,13:04,12:19,160,70,73,184,0
6219,13:15,12:51,160,14,null,140,0
6230,13:08,12:19,160,70,73,172,0
6233,13:10,12:12,160,15,15,118,0
6237,13:13,12:19,160,70,73,170,0
6239,13:27,12:51,160,14,null,116,0
6243,12:32,12:19,160,70,null,104,0
6244,13:09,12:51,160,14,null,126,0
6245,13:04,12:12,160,15,15,148,0
6265,12:35,12:19,542,3,null,115,0
6269,13:17,12:19,160,70,73,146,0
6273,12:46,12:12,160,15,null,170,0
6276,13:10,12:51,160,14,null,132,0
6281,13:12,12:30,692,2,67,158,0
6288,12:44,12:19,160,70,null,149,0
6296,12:46,12:19,542,3,null,112,0
6301,12:35,12:19,160,70,null,123,0
6304,12:55,12:19,160,70,null,175,0
6309,13:05,12:12,160,15,15,149,0
6313,13:02,12:19,160,70,70,165,0
6325,13:05,12:19,160,70,70,150,0
6327,13:04,12:12,160,15,15,145,0
6330,13:10,12:51,160,14,null,133,0
6332,13:11,12:51,160,14,null,138,0
6334,13:05,12:19,160,70,73,182,0
6340,12:27,12:12,160,15,null,118,0
6350,13:15,12:30,692,2,67,144,0
6351,13:26,12:51,160,14,null,126,0
6354,13:00,12:19,160,70,73,183,0
6365,12:47,12:12,160,15,null,171,0
6368,13:09,12:19,160,70,73,173,0
6372,13:14,12:19,160,70,70,160,0
6373,13:25,12:51,160,14,null,132,0
6385,13:07,12:19,160,70,73,175,0
6388,12:45,12:19,160,70,null,155,0
6395,13:10,12:19,160,70,70,136,0
6400,13:08,12:51,160,14,null,120,0
6402,13:02,12:19,160,70,73,185,0
6418,13:12,12:51,160,14,null,141,0
6423,12:36,12:19,542,3,null,113,0
6426,13:09,12:30,692,2,67,149,0
6439,12:33,12:19,160,70,null,118,0
6440,12:38,12:12,160,15,null,156,0
6441,13:03,12:19,160,70,70,157,0
6447,13:26,12:51,160,14,null,120,0
6450,12:38,12:12,160,15,null,154,0
6457,12:44,12:12,160,15,null,175,0
6458,12:50,12:19,160,70,null,153,0
6466,12:33,12:12,160,15,null,146,0
6470,12:54,12:19,160,70,null,172,0
6476,12:57,12:19,160,70,null,175,0
6482,13:06,12:51,160,14,null,111,0
6483,13:06,12:19,160,70,73,181,0
6484,13:13,12:19,160,70,70,153,0
6499,13:14,12:51,160,14,null,146,0
6506,12:29,12:12,160,15,null,132,0
6516,13:06,12:30,692,2,67,125,0
6519,12:53,12:12,160,15,73,178,0
6526,13:13,12:19,160,70,70,148,0
6527,12:49,12:12,160,15,73,171,0
6533,13:12,12:30,692,2,67,154,0
6541,12:48,12:19,542,3,null,112,0
6543,13:07,12:19,160,70,70,143,0
6551,12:45,12:12,160,15,null,170,0
6560,12:40,12:19,160,70,null,123,0
6564,13:07,12:51,160,14,null,116,0
6569,12:33,12:19,160,70,null,114,0
6570,12:34,12:12,160,15,null,153,0
6582,12:41,12:19,160,70,null,127,0
6605,12:48,12:12,160,15,73,173,0
6611,13:06,12:19,160,70,70,141,0
6615,13:06,12:12,160,15,15,139,0
6625,13:10,12:19,160,70,70,136,0
6627,13:18,12:19,160,70,70,155,0
6628,12:43,12:19,160,70,null,139,0
6631,13:11,12:30,692,2,67,157,0
6651,12:36,12:19,160,70,null,129,0
6653,12:37,12:19,160,70,null,126,0
6656,12:55,12:19,160,70,null,176,0
6660,13:03,12:19,160,70,73,186,0
6663,13:17,12:19,160,70,70,163,0
6667,12:54,12:12,160,15,73,174,0
6676,12:42,12:19,160,70,null,132,0
6678,12:26,12:12,160,15,null,108,0
6681,12:37,12:12,160,15,null,161,0
6684,12:46,12:19,160,70,null,164,0
6689,12:51,12:12,160,15,73,172,0
6691,12:35,12:19,160,70,null,126,0
6715,13:13,12:51,160,14,null,148,0
6721,13:15,12:19,160,70,70,164,0
6724,13:05,12:30,692,2,67,118,0
6728,12:35,12:19,542,3,null,112,0
6748,13:10,12:19,160,70,73,177,0
6751,13:02,12:19,160,70,73,186,0
6767,12:41,12:12,160,15,null,163,0
6771,12:47,12:19,542,3,null,115,0
6780,12:31,12:12,160,15,null,145,0
6784,12:28,12:12,160,15,null,125,0
6785,13:03,12:19,160,70,70,155,0
6787,13:13,12:30,692,2,67,151,0
6798,12:52,12:19,160,70,null,165,0
6800,13:09,12:19,160,70,73,171,0
6803,13:11,12:19,160,70,70,138,0
6805,12:51,12:19,160,70,null,160,0
6811,12:53,12:12,160,15,73,173,0
6812,13:08,12:19,160,70,73,171,0
6814,12:36,12:12,160,15,null,161,0
6817,13:06,12:12,160,15,15,144,0
6820,13:05,12:51,160,14,null,106,0
6823,12:50,12:12,160,15,73,171,0
6825,13:01,12:19,160,70,70,167,0
6827,12:40,12:12,160,15,null,164,0
6838,13:00,12:19,160,70,73,179,0
6840,13:07,12:19,160,70,73,174,0
6848,12:39,12:12,160,15,null,159,0
6852,12:47,12:19,160,70,null,168,0
6853,12:48,12:19,160,70,null,163,0
6854,12:31,12:12,160,15,null,139,0
6856,12:50,12:19,160,70,null,151,0
6857,13:09,12:12,160,15,15,125,0
6860,13:10,12:19,160,70,73,176,0
6863,13:12,12:19,160,70,73,178,0
6873,13:03,12:12,160,15,15,154,0
6878,12:39,12:19,160,70,null,123,0
6881,13:08,12:19,160,70,70,144,0
6883,13:23,12:51,160,14,null,140,0
6885,12:52,12:19,160,70,null,162,0
6891,13:09,12:19,160,70,70,141,0
6899,13:08,12:19,160,70,70,144,0
6901,12:38,12:19,160,70,null,123,0
6902,12:33,12:12,160,15,null,148,0
6903,13:18,12:30,692,2,67,132,0
6906,13:01,12:19,160,70,73,186,0
6910,12:32,12:12,160,15,null,149,0
6921,13:08,12:12,160,15,15,137,0
6923,12:43,12:12,160,15,null,176,0
6924,12:53,12:19,160,70,null,171,0
6925,12:45,12:12,160,15,null,173,0
6926,13:11,12:30,692,2,67,160,0
6929,12:49,12:19,160,70,null,153,0
6931,12:52,12:12,160,15,73,175,0
6934,13:23,12:51,160,14,null,140,0
6941,13:20,12:30,692,2,67,118,0
6958,12:56,12:19,160,70,null,177,0
6965,13:00,12:19,160,70,70,173,0
6972,12:35,12:12,160,15,null,162,0
6973,13:17,12:19,160,70,70,167,0
6979,13:15,12:19,160,70,73,157,0
6981,12:52,12:12,160,15,73,178,0
6984,13:10,12:30,692,2,67,156,0
6997,13:06,12:51,160,14,null,117,0
7100,13:15,12:36,581,3,null,139,0
7101,13:07,12:36,581,3,null,140,0
7129,12:52,12:06,581,3,17,142,0
7131,12:51,12:06,581,3,5,129,0
7132,12:54,12:06,581,3,5,142,0
7144,12:57,12:06,581,3,5,129,0
7167,12:47,12:06,581,3,30,152,0
7168,12:54,12:06,581,3,17,150,0
7169,13:16,12:36,581,3,null,146,0
7182,12:49,12:06,581,3,5,127,0
7194,12:56,12:06,581,3,5,141,0
7199,12:55,12:06,581,3,17,159,0
7209,12:48,12:06,581,3,30,161,0
7229,13:01,12:04,809,3,17,176,0
7232,12:56,12:06,581,3,5,134,0
7235,12:53,12:06,581,3,17,151,0
7277,12:55,12:06,581,3,17,151,0
7296,12:49,12:06,581,3,5,126,0
7304,12:48,12:06,581,3,17,142,0
7324,13:02,12:04,809,3,17,175,0
7331,12:59,12:06,581,3,17,174,0
7348,12:54,12:06,581,3,5,142,0
7374,12:49,12:06,581,3,17,140,0
7391,12:56,12:06,581,3,17,160,0
7402,12:55,12:06,581,3,5,142,0
7417,12:58,12:06,581,3,17,179,0
7490,12:50,12:06,581,3,17,139,0
7514,12:46,12:06,581,3,17,145,0
7544,13:02,12:04,809,3,17,168,0
7559,12:51,12:06,581,3,17,136,0
7569,12:59,12:06,581,3,17,174,0
7583,13:00,12:06,581,3,17,176,0
7617,12:57,12:06,581,3,17,167,0
7633,12:48,12:06,581,3,30,164,0
7638,12:48,12:06,581,3,17,142,0
7640,12:55,12:06,581,3,5,143,0
7658,12:50,12:06,581,3,17,136,0
7670,12:50,12:06,581,3,17,139,0
7689,12:52,12:06,581,3,17,146,0
7694,12:54,12:06,581,3,5,142,0
7706,12:47,12:06,581,3,17,144,0
7716,12:53,12:06,581,3,5,142,0
7782,12:48,12:06,581,3,17,141,0
7815,12:58,12:06,581,3,17,174,0
7823,12:51,12:06,581,3,17,134,0
7834,12:50,12:06,581,3,5,127,0
7861,13:01,12:04,809,3,17,176,0
7888,12:48,12:06,581,3,5,124,0
7987,13:00,12:06,581,3,17,177,0
7990,12:46,12:06,581,3,17,146,0
8100,13:38,13:00,692,2,null,145,0
8118,13:35,13:00,692,2,null,125,0
8119,13:44,13:00,692,2,null,146,0
8131,13:43,13:00,692,2,null,149,0
8138,13:33,13:00,692,2,null,120,0
8166,13:41,13:00,692,2,null,152,0
8173,13:18,12:27,5,80,4,122,0
8188,13:41,13:00,692,2,null,154,0
8219,13:47,13:00,692,2,null,133,0
8235,13:50,13:00,692,2,null,117,0
8237,13:48,13:00,692,2,null,129,0
8241,13:51,13:00,692,2,null,112,0
8261,13:09,12:30,692,2,18,115,0
8274,13:33,13:00,692,2,null,113,0
8281,13:39,13:00,692,2,null,154,0
8297,13:15,12:27,5,80,4,130,0
8301,13:42,13:00,692,2,null,155,0
8310,13:46,13:00,692,2,null,140,0
8352,13:37,13:00,692,2,null,137,0
8404,13:13,12:27,5,80,4,115,0
8409,13:44,13:00,692,2,null,143,0
8418,13:32,13:00,692,2,null,110,0
8427,13:49,13:00,692,2,null,124,0
8428,13:06,12:30,692,2,52,131,0
8452,13:34,13:00,692,2,null,123,0
8512,13:36,13:00,692,2,null,131,0
8531,13:47,13:00,692,2,null,137,0
8565,13:40,13:00,692,2,null,150,0
8605,13:20,12:27,5,80,4,112,0
8633,13:19,12:27,5,80,4,119,0
8650,13:45,13:00,692,2,null,137,0
8712,13:36,13:00,692,2,null,134,0
8769,13:42,13:00,692,2,null,151,0
8796,13:35,13:00,692,2,null,129,0
8872,13:39,13:00,692,2,null,151,0
8937,13:06,12:30,692,2,18,130,0
9101,13:23,12:36,692,19,6,153,0
9107,13:04,12:27,581,2,20,135,0
9116,12:56,12:15,5,80,6,188,0
9133,12:49,12:15,5,80,6,146,0
9135,12:48,12:15,5,80,6,138,0
9137,12:52,12:06,581,3,30,183,0
9142,13:03,12:15,5,80,6,203,0
9143,12:58,12:15,5,80,6,187,0
9146,12:57,12:15,5,80,6,183,0
9153,13:01,12:15,5,80,6,212,0
9167,12:48,12:06,581,3,30,169,0
9168,13:09,12:27,581,2,20,144,0
9169,13:07,12:27,581,2,20,161,0
9171,13:22,12:36,692,19,6,148,0
9182,13:27,12:36,692,19,6,162,0
9198,13:04,12:15,5,80,6,206,0
9201,13:14,12:27,581,2,20,156,0
9207,12:55,12:15,5,80,6,187,0
9224,13:08,12:15,5,80,6,187,0
9225,12:50,12:15,5,80,6,150,0
9231,13:18,12:27,581,2,20,171,0
9243,12:51,12:06,581,3,30,176,0
9252,13:05,12:15,5,80,6,202,0
9259,13:13,12:27,581,2,20,148,0
9274,13:03,12:27,581,2,17,122,0
9291,12:55,12:06,581,3,30,191,0
9306,13:28,12:36,692,19,6,160,0
9339,12:48,12:15,5,80,6,133,0
9340,13:09,12:27,581,2,20,149,0
9361,13:08,12:27,581,2,17,135,0
9370,13:01,12:04,809,3,30,187,0
9381,13:03,12:27,581,2,20,130,0
9383,13:13,12:27,581,2,20,144,0
9388,13:22,12:36,581,3,null,166,0
9405,13:21,12:36,692,19,6,144,0
9420,13:01,12:04,809,3,30,186,0
9432,12:56,12:06,581,3,30,189,0
9439,12:52,12:06,581,3,30,180,0
9442,13:34,12:35,160,19,6,183,0
9480,13:02,12:15,5,80,6,205,0
9488,13:10,12:27,581,2,20,142,0
9491,12:52,12:15,5,80,6,168,0
9493,13:04,12:27,581,2,20,139,0
9503,13:06,12:27,581,2,20,151,0
9549,13:01,12:15,5,80,6,211,0
9551,12:51,12:15,5,80,6,157,0
9573,12:51,12:15,5,80,6,161,0
9587,12:53,12:15,5,80,6,175,0
9591,13:23,12:36,581,3,null,169,0
9633,13:00,12:15,5,80,6,209,0
9645,12:54,12:06,581,3,30,189,0
9670,12:56,12:15,5,80,6,185,0
9675,13:13,12:27,581,2,20,152,0
9677,12:59,12:06,581,3,30,183,0
9685,13:18,12:27,581,2,20,168,0
9715,12:59,12:15,5,80,6,202,0
9719,12:58,12:06,581,3,30,181,0
9723,12:58,12:15,5,80,6,189,0
9725,13:25,12:36,692,19,6,159,0
9729,13:05,12:27,581,2,20,143,0
9740,12:49,12:06,581,3,34,136,0
9745,12:53,12:06,581,3,30,186,0
9753,13:21,12:36,581,3,null,162,0
9770,13:02,12:04,809,3,30,179,0
9778,13:22,12:36,581,3,null,163,0
9787,13:25,12:36,692,19,6,162,0
9790,13:10,12:27,581,2,20,138,0
9797,13:26,12:36,692,19,6,167,0
9801,13:09,12:15,5,80,6,187,0
9811,12:49,12:06,581,3,30,171,0
9817,13:05,12:27,581,2,20,146,0
9837,13:02,12:27,581,2,17,121,0
9842,13:02,12:15,5,80,6,209,0
9847,13:11,12:27,581,2,20,134,0
9849,13:19,12:27,581,2,20,176,0
9892,13:02,12:04,809,3,30,183,0
9897,12:49,12:15,5,80,6,143,0
9928,13:07,12:15,5,80,6,192,0
9939,12:59,12:15,5,80,6,195,0
9951,12:54,12:06,581,3,30,188,0
9975,12:55,12:15,5,80,6,183,0
9989,12:50,12:06,581,3,30,174,0
